id,audio,answer,at,user 
EtH7Yo7pp5bPe4wS7Aez,7_9.wav,ㅔ,2023-09-30T15:43:41.165Z,1tRUN17nz8SNpraO34mm0xJ2VS42
EtddLsP1ab1Wfzy9UX87,10_6.wav,ㅏ,2023-09-28T00:23:21.984Z,uwgxF6VQmggSKpqimilzt8CCpM42
EtpnYpQraSKJ10iQPjvn,2_3.wav,ㅜ,2023-09-27T01:41:01.328Z,uwgxF6VQmggSKpqimilzt8CCpM42
EuVYKWQJKSBJbhVjbgL2,4_8.wav,ㅣ,2023-09-26T12:25:33.940Z,LYrFonkX4AVb0UQrELmpCFA72On2
EvKwZqjtj5TfctYSyOx5,2_1.wav,ㅗ,2023-09-27T12:30:49.919Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
EvNpEuB443DY9SG2mW1s,10_2.wav,ㅏ,2023-09-30T15:29:19.112Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
EvaPOIP5IKjEVrZ9K3Kh,9_10.wav,ㅐ,2023-09-29T14:10:49.081Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
Even0ZFz3qnAG5oZsaEc,7_2.wav,ㅓ,2023-09-29T17:21:39.902Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
EvqmWu1thxyV0W8hn0sh,2_9.wav,ㅣ,2023-09-29T12:30:13.574Z,QWudxVycl7NxgKUBRMziC4fyIFm1
EwvCDTveNHt38ZZD16h0,5_10.wav,ㅐ,2023-09-28T15:32:40.581Z,QWudxVycl7NxgKUBRMziC4fyIFm1
ExTyT63EVugbLj32VfAS,3_7.wav,ㅡ,2023-09-27T16:18:51.742Z,lFlcx6WlifOcfSjFZgdFP7hkVf82
ExpNE1Z0YfvPzEEkPhEe,3_8.wav,ㅣ,2023-09-18T10:33:09.741Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
ExqBksOfp4jHXyrGrZoP,7_9.wav,ㅐ,2023-09-26T12:43:07.052Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
ExsCeYw8gN8ANOdMWZTp,1_2.wav,ㅜ,2023-09-28T15:28:48.616Z,QWudxVycl7NxgKUBRMziC4fyIFm1
EyV4FcKvWNxiJzNGyLOC,10_6.wav,ㅏ,2023-09-26T12:27:58.285Z,uwgxF6VQmggSKpqimilzt8CCpM42
F07gQiEAlN20Epju9hWi,1_1.wav,ㅜ,2023-09-30T14:10:26.381Z,LYrFonkX4AVb0UQrELmpCFA72On2
F0NsvesdaD9ky4IeAtus,7_7.wav,ㅐ,2023-09-27T16:39:24.082Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
F0Ny9f8bmUwBcsXouanO,9_3.wav,ㅏ,2023-09-20T14:16:42.265Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
F0OAAhplaqxEkbJyKJ7V,1_10.wav,ㅔ,2023-09-29T14:44:13.517Z,1tRUN17nz8SNpraO34mm0xJ2VS42
F0TMTzgoN5ejgXjxf1jl,5_9.wav,ㅣ,2023-10-02T02:29:45.702Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
F1EyxQSJIj6dRDUZJcGe,6_1.wav,ㅗ,2023-09-30T15:30:35.960Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
F1NsFrRh6UsOr10D6vhu,7_9.wav,ㅔ,2023-09-30T15:05:25.857Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
F1iiHz82eGvPp0T9gB4z,7_4.wav,ㅓ,2023-09-27T01:37:10.200Z,uwgxF6VQmggSKpqimilzt8CCpM42
F2cdLmHRJIcyyFVfM4lQ,10_2.wav,ㅓ,2023-09-30T08:08:51.290Z,uwgxF6VQmggSKpqimilzt8CCpM42
F2cnkgr2NsKmCLdcMVFn,9_3.wav,ㅏ,2023-09-18T14:14:54.160Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
F32Wbs1Z5R3Sa6o110Bu,5_6.wav,ㅡ,2023-09-30T14:18:58.051Z,LYrFonkX4AVb0UQrELmpCFA72On2
F3T98kmfaqjzoCsCRB4p,3_9.wav,ㅣ,2023-09-27T05:49:53.455Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
F4UC2FXNSpWfviJ35LQ1,10_10.wav,ㅔ,2023-09-27T04:04:23.550Z,QWudxVycl7NxgKUBRMziC4fyIFm1
F4gHovQ9QrqUthLqtTMz,1_10.wav,ㅜ,2023-09-26T23:24:11.140Z,8VmwhSj0CZOP98FGTSgWVh1elMK2
F4nobJ2WbhH2DzGIAydP,4_6.wav,ㅔ,2023-09-28T00:50:50.893Z,uwgxF6VQmggSKpqimilzt8CCpM42
F4ynvBY0pCarkJcd24f5,9_8.wav,ㅐ,2023-10-01T13:36:55.647Z,uwgxF6VQmggSKpqimilzt8CCpM42
F5OtjEVGr8aZ1muRc2Vj,4_10.wav,ㅣ,2023-09-29T14:55:37.492Z,LYrFonkX4AVb0UQrELmpCFA72On2
F5SHV0SrKc9W4xsrFAX5,1_10.wav,ㅣ,2023-09-30T16:43:25.684Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
F63AoYqi5kyXZKannrri,3_1.wav,ㅗ,2023-09-29T12:28:05.198Z,QWudxVycl7NxgKUBRMziC4fyIFm1
F64nUSVkLJyRQo2rd3d7,1_7.wav,ㅣ,2023-09-27T01:35:43.859Z,uwgxF6VQmggSKpqimilzt8CCpM42
F6aX5LK1l6vXo8JcAOi1,5_4.wav,ㅓ,2023-09-28T15:37:33.265Z,QWudxVycl7NxgKUBRMziC4fyIFm1
F6thRYEVnYhGEVeFCwKg,10_5.wav,ㅓ,2023-09-29T15:00:04.296Z,LYrFonkX4AVb0UQrELmpCFA72On2
F7BMouH005TKNptJHdpV,8_10.wav,ㅐ,2023-09-26T12:27:28.064Z,QWudxVycl7NxgKUBRMziC4fyIFm1
F7HP9BnW4Sc0sOxxcA6j,9_2.wav,ㅓ,2023-09-30T08:09:59.614Z,uwgxF6VQmggSKpqimilzt8CCpM42
F7WaoDNdSVszmvS7z4yn,5_9.wav,ㅔ,2023-09-26T12:39:33.624Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
F7fJdhyTjlnk5dexeXGZ,4_6.wav,ㅡ,2023-09-28T11:47:21.167Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
F7tQkYjYZY8FNE6YVy7W,6_1.wav,ㅗ,2023-09-28T00:21:39.026Z,uwgxF6VQmggSKpqimilzt8CCpM42
F8QZ1W9H8GXdIXZJG09M,4_9.wav,ㅣ,2023-09-27T12:51:24.036Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
F8QnnjAoTAfaRkXOpwph,3_4.wav,ㅡ,2023-09-28T14:18:25.774Z,1tRUN17nz8SNpraO34mm0xJ2VS42
F8YiJlbHI9nEM9rzKc4p,3_1.wav,ㅗ,2023-09-28T15:36:32.549Z,QWudxVycl7NxgKUBRMziC4fyIFm1
F96uzrlVBgEYH8lyFuEu,2_5.wav,ㅡ,2023-09-26T12:47:03.491Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
F99U4pZvo1boPOzvR0wI,1_2.wav,ㅜ,2023-09-27T14:25:19.230Z,1tRUN17nz8SNpraO34mm0xJ2VS42
F9dV3u3HoztztoEkESm6,8_10.wav,ㅐ,2023-09-28T03:53:38.224Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
FAV8K8uHKuh4ilDcAKbR,5_1.wav,ㅗ,2023-09-27T13:22:01.533Z,LYrFonkX4AVb0UQrELmpCFA72On2
FAdJwCe1TBUfxwVQ6GWZ,6_8.wav,ㅡ,2023-09-28T00:54:04.697Z,uwgxF6VQmggSKpqimilzt8CCpM42
FAf8qshd8nh105zZvhJi,7_4.wav,ㅏ,2023-09-22T14:09:53.627Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FAgjFesoKiH8hBdRLjzc,4_9.wav,ㅐ,2023-10-01T14:12:14.087Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FAy21ZrMZQpcx8YRPzIf,10_1.wav,ㅔ,2023-09-30T15:52:23.365Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FB5HdAn7ERlszNR0ugPq,4_1.wav,ㅗ,2023-09-30T15:02:12.036Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FBaHeCF3LzU3aTAoLht1,2_8.wav,ㅣ,2023-09-28T00:51:19.246Z,uwgxF6VQmggSKpqimilzt8CCpM42
FBnf7daUcHgiJmzldq99,2_7.wav,ㅡ,2023-09-29T14:11:14.754Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
FCTVOlbKKrxqNDMAGOuE,1_10.wav,ㅣ,2023-09-28T00:49:47.563Z,uwgxF6VQmggSKpqimilzt8CCpM42
FCdDexIt3jIywByqfiha,4_5.wav,ㅡ,2023-09-30T08:07:41.684Z,uwgxF6VQmggSKpqimilzt8CCpM42
FDzpXTopXkjnx3AR715G,1_8.wav,ㅣ,2023-09-28T00:23:14.596Z,uwgxF6VQmggSKpqimilzt8CCpM42
FEJgvA7ZlDSOBwuTiupH,4_5.wav,ㅡ,2023-09-30T15:07:12.072Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FEfTElLen8HQELhOwSo2,5_10.wav,ㅔ,2023-09-18T14:06:44.386Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FFT6YUpDlo0XRlUK0bgc,6_10.wav,ㅔ,2023-09-19T14:02:21.485Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FFVWn0UYNpOrw34hWTZk,5_3.wav,ㅜ,2023-09-27T05:32:15.124Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FFhte7YKkKjGui2c9XZg,10_4.wav,ㅏ,2023-09-30T14:18:48.092Z,LYrFonkX4AVb0UQrELmpCFA72On2
FGJmIlbPOOdpiuozFyAr,4_6.wav,ㅡ,2023-09-26T12:35:30.176Z,LYrFonkX4AVb0UQrELmpCFA72On2
FHZM18YsH0nJFIzBbO3q,2_5.wav,ㅡ,2023-09-28T03:53:26.315Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
FHfWfrGB0dFQirHXTBrk,9_5.wav,ㅏ,2023-09-28T15:38:36.887Z,QWudxVycl7NxgKUBRMziC4fyIFm1
FHvyzNNT4OP3XthUL5He,2_2.wav,ㅜ,2023-09-29T14:52:43.367Z,LYrFonkX4AVb0UQrELmpCFA72On2
FIJ62gihZ95K6aDFT9RW,2_2.wav,ㅜ,2023-09-18T14:08:36.950Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FIkT2FNjrSKAt2rxXQbQ,5_7.wav,ㅔ,2023-09-21T00:58:35.950Z,lFlcx6WlifOcfSjFZgdFP7hkVf82
FIkbIPS747YJG6h6ksd1,3_8.wav,ㅣ,2023-09-29T14:34:25.713Z,LYrFonkX4AVb0UQrELmpCFA72On2
FJ2KTObPw466a1pkoTHN,2_7.wav,ㅣ,2023-09-28T14:26:45.148Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FJCLyZHuLI9v9LfUX2m6,4_10.wav,ㅣ,2023-09-26T12:24:48.669Z,Do457fhfRKex3AtI5dQ8O2U7WEJ3
FJwhV8WRHBnAV7009jzH,10_1.wav,ㅓ,2023-09-29T13:53:02.239Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
FKHO3UYg0HdW9nylPWtm,3_8.wav,ㅣ,2023-09-28T13:34:07.927Z,LYrFonkX4AVb0UQrELmpCFA72On2
FKUN0sMCzlVpdJ9yfaLY,5_9.wav,ㅔ,2023-09-26T12:47:28.259Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
FKZTY4KImIx1I2fqoa31,6_9.wav,ㅔ,2023-09-27T05:40:38.256Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FLRbfJnWXkfqvTNPeabw,3_1.wav,ㅗ,2023-09-28T06:39:03.065Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FLt0YtoURtNLZEvh50Fb,7_1.wav,ㅗ,2023-09-28T11:42:48.324Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FMSPWk40vlZzSaq33pMt,9_2.wav,ㅏ,2023-09-23T15:44:57.162Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FMVwfubJAKHK6t6f6Oxt,9_1.wav,ㅓ,2023-09-29T14:35:18.411Z,LYrFonkX4AVb0UQrELmpCFA72On2
FNHhbr8dUXPxrn1yPLbs,10_2.wav,ㅏ,2023-09-28T14:25:27.605Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FNmRGy98iNO5Ingb308y,10_4.wav,ㅏ,2023-09-21T03:15:09.304Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FO4KZUfqCwGl87JYuG6o,5_7.wav,ㅐ,2023-09-29T17:34:15.258Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FO57pUkprYdN1jYBkhwY,7_8.wav,ㅐ,2023-09-28T14:21:37.981Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FOHqN7YveARGTaUslcbZ,7_2.wav,ㅓ,2023-09-30T08:07:14.876Z,uwgxF6VQmggSKpqimilzt8CCpM42
FOTKTl7yVnOdZzWx5Ml9,8_6.wav,ㅏ,2023-09-27T14:14:55.570Z,LYrFonkX4AVb0UQrELmpCFA72On2
FOwCPHayvjVqaAZAylOy,10_5.wav,ㅏ,2023-09-27T05:46:17.433Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FPECwfAzL4W3l02cO9gG,7_3.wav,ㅐ,2023-09-26T12:28:17.844Z,uwgxF6VQmggSKpqimilzt8CCpM42
FPQmLAJrSNh6sSL73oW0,1_9.wav,ㅣ,2023-09-27T16:07:44.728Z,lFlcx6WlifOcfSjFZgdFP7hkVf82
FPWHpOag4UYm4KyFD58p,5_10.wav,ㅔ,2023-09-30T15:08:50.608Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FPmza8h2XGWas7sV5Zeh,1_7.wav,ㅡ,2023-09-28T11:56:31.398Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FQ27RRcwNI8qQBacSTWo,7_4.wav,ㅗ,2023-09-26T12:47:08.999Z,uwgxF6VQmggSKpqimilzt8CCpM42
FQ4ZieHA2LjrrdKEXUU5,3_8.wav,ㅣ,2023-09-30T15:19:58.243Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FQSv1V96rRVRHcdamc7R,4_7.wav,ㅐ,2023-09-28T07:59:07.845Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FQVZzvBZL2AXoJRw5jag,6_1.wav,ㅗ,2023-09-28T11:33:08.558Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FQjLeGvh2erzKtDYoP5q,3_3.wav,ㅜ,2023-09-19T14:07:56.466Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FQxEMSyIhw3YjctXjOAv,9_5.wav,ㅏ,2023-09-30T11:55:05.391Z,QWudxVycl7NxgKUBRMziC4fyIFm1
FRvxTjZLsG78F1myijZ9,9_9.wav,ㅐ,2023-09-23T15:46:24.865Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FS0NbaV1ytiSeByMArD0,10_1.wav,ㅓ,2023-09-29T12:26:42.216Z,QWudxVycl7NxgKUBRMziC4fyIFm1
FSP8Xsp94EkqSjREQGsF,7_5.wav,ㅏ,2023-09-28T06:25:04.080Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
FSiiz1W042GYXKUMjgaj,8_1.wav,ㅓ,2023-09-27T15:17:33.533Z,LYrFonkX4AVb0UQrELmpCFA72On2
FSl5lkqKb2D5hqw5G9w7,5_8.wav,ㅔ,2023-10-01T13:30:49.144Z,uwgxF6VQmggSKpqimilzt8CCpM42
FTowWrmpKKOiPInVL37E,3_6.wav,ㅡ,2023-09-18T14:13:02.911Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FU8KA9SztIYO2wa3x5ZW,9_9.wav,ㅐ,2023-10-02T02:30:37.912Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
FUD2JS8TWAMOYfPN2RB3,9_2.wav,ㅓ,2023-09-30T15:10:50.426Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FUK51PVYgrq43DjmUhfv,7_4.wav,ㅏ,2023-09-29T17:35:49.270Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FUnJfg4AFPW6OGX1BDwy,7_8.wav,ㅐ,2023-09-28T14:21:17.074Z,LYrFonkX4AVb0UQrELmpCFA72On2
FVhuJKCeaiYVkJskofow,4_3.wav,ㅗ,2023-09-29T17:34:34.823Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FVxGWSIcQT7i47Mo2YtA,10_10.wav,ㅐ,2023-09-28T00:47:38.686Z,uwgxF6VQmggSKpqimilzt8CCpM42
FWhYNgjX55k5R9MTLMs6,3_1.wav,ㅗ,2023-09-26T12:59:25.476Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
FWyAfYuWnNVNmWmz87IK,4_2.wav,ㅗ,2023-09-28T15:42:17.029Z,QWudxVycl7NxgKUBRMziC4fyIFm1
FWyydJJXuAPs6Ls5YXnp,7_8.wav,ㅐ,2023-10-01T13:27:52.973Z,uwgxF6VQmggSKpqimilzt8CCpM42
FXi4xPa57Is42hGHhAr1,6_5.wav,ㅔ,2023-10-01T14:17:04.729Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FY2N8MrPb3swVbOUuBOp,5_10.wav,ㅔ,2023-09-30T15:27:50.759Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
FY9Yiv9xqZ2V3pmN0qjR,1_10.wav,ㅣ,2023-09-22T14:05:19.208Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FYEM1Xc7EJeJzcFjOjzJ,1_7.wav,ㅜ,2023-10-02T00:57:24.830Z,Do457fhfRKex3AtI5dQ8O2U7WEJ3
FYRL5l4sbm563F3Hb3TN,4_6.wav,ㅡ,2023-09-22T23:44:12.188Z,lFlcx6WlifOcfSjFZgdFP7hkVf82
FYj3zW4rv65mqnIATUWI,6_4.wav,ㅓ,2023-09-20T14:17:32.578Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FYqf7wIMUo2VHiAeQv6R,8_10.wav,ㅐ,2023-09-30T15:26:47.954Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
FZ3dF1aMLOjUNy78WMt7,4_2.wav,ㅗ,2023-09-27T12:57:54.151Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FZxzCRVn5D9IqaYYRKeC,1_1.wav,ㅗ,2023-09-28T14:16:12.390Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FaDxALaTCVUE6fxwLHVn,1_4.wav,ㅡ,2023-09-27T05:49:17.280Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FaucLP46Ay4FamSYmyJ4,3_10.wav,ㅣ,2023-09-30T11:51:49.421Z,QWudxVycl7NxgKUBRMziC4fyIFm1
FbVxwqvlkEoiomTsDkQK,9_6.wav,ㅏ,2023-10-01T14:44:15.505Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FbmYpkul6mi14kXUikAr,6_1.wav,ㅗ,2023-09-30T15:32:03.067Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
FcT3PBTz7my8u5bZwPok,8_9.wav,ㅔ,2023-09-30T07:18:24.996Z,uwgxF6VQmggSKpqimilzt8CCpM42
FcpVY2RljnFBAXN8Ewpb,1_1.wav,ㅗ,2023-09-28T14:17:33.775Z,1tRUN17nz8SNpraO34mm0xJ2VS42
Fd39SM83VAGfZyOhWE23,2_10.wav,ㅣ,2023-09-29T14:34:20.296Z,LYrFonkX4AVb0UQrELmpCFA72On2
FdAzyypH3ycGuaE4PmU3,1_1.wav,ㅜ,2023-09-28T03:47:50.625Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
Fdz0oECPQ82D1pqi9g3C,6_5.wav,ㅔ,2023-09-26T12:29:13.460Z,95qAzR5d0SVmQv1dQKLg3amtOiC2
FeUV6NetvU0ARjIVeO1L,8_6.wav,ㅔ,2023-09-30T08:09:01.684Z,uwgxF6VQmggSKpqimilzt8CCpM42
FemQd9Hhecey5RVpPNTW,4_3.wav,ㅜ,2023-09-27T06:01:30.628Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
Few8AmknMIKl4VETxVZO,2_9.wav,ㅣ,2023-10-02T02:28:27.948Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
FfR7LswFT45GErRelrj0,3_1.wav,ㅗ,2023-09-28T22:33:42.149Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FfgNMS2brfAy7TlIDFNg,4_8.wav,ㅐ,2023-09-27T12:32:53.405Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FfrykdwBuRvo20ZvGT2e,10_3.wav,ㅓ,2023-09-30T14:17:21.660Z,LYrFonkX4AVb0UQrELmpCFA72On2
FgFHY5LGxF7tNYrzlR94,7_6.wav,ㅔ,2023-09-28T03:55:44.517Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
Fgy6k0UAYH6xyRM2umDg,5_6.wav,ㅡ,2023-09-21T03:25:23.446Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
Fh5tzVeatlHRYp3xf1VW,9_7.wav,ㅐ,2023-09-21T03:19:52.279Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FiLMOU2PSBlp20OrIHp4,6_2.wav,ㅗ,2023-09-27T14:28:17.189Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FiNTTLJkNL6HLFHrwQMP,1_2.wav,ㅜ,2023-10-01T13:36:39.948Z,uwgxF6VQmggSKpqimilzt8CCpM42
FikSeK0MuMGhPUcd8zlE,9_2.wav,ㅓ,2023-09-25T09:41:43.082Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
Fj3aIUwbyUcyavtvDK7j,2_7.wav,ㅡ,2023-09-28T14:41:32.766Z,LYrFonkX4AVb0UQrELmpCFA72On2
FjY3Qmj6YcZsC2j8lTCQ,2_3.wav,ㅡ,2023-10-02T00:45:33.759Z,Do457fhfRKex3AtI5dQ8O2U7WEJ3
FjhmoPNyGIoTxYim4ggD,1_7.wav,ㅡ,2023-09-30T15:30:07.569Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
Fjtcoo5rGoob8ebk0MwB,6_9.wav,ㅐ,2023-10-02T02:33:55.236Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
Fl7Jq7QgUWW0KGvveECO,6_8.wav,ㅐ,2023-09-28T06:25:50.236Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
FlH7RfF6FCVuhLlil68j,3_8.wav,ㅣ,2023-09-22T23:42:25.290Z,lFlcx6WlifOcfSjFZgdFP7hkVf82
FlengBK7ib742fkd3jy9,8_9.wav,ㅔ,2023-09-30T14:57:56.508Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FlkDiGx6thiUVkfeC3X5,10_4.wav,ㅏ,2023-09-24T07:26:36.120Z,lFlcx6WlifOcfSjFZgdFP7hkVf82
FmbctyGTtDx4WEfofJqN,8_10.wav,ㅐ,2023-09-22T14:09:07.802Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FnAdV91uEMxb1kS7mTH1,6_7.wav,ㅔ,2023-09-29T05:14:47.752Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FnOIzK4vIqgy7Ufs2vOn,5_9.wav,ㅔ,2023-09-28T11:54:13.459Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
Fna8r0RL74Yip5pfJVTD,7_4.wav,ㅓ,2023-09-27T16:09:28.210Z,lFlcx6WlifOcfSjFZgdFP7hkVf82
FnghsnDo4wQgTYFDOMYb,9_3.wav,ㅏ,2023-09-22T14:05:01.845Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FoOuQDKJyriEHgYbwlfd,9_1.wav,ㅜ,2023-09-27T01:33:04.136Z,uwgxF6VQmggSKpqimilzt8CCpM42
Fp8QAmp7SCQdCtjHS2Ki,4_6.wav,ㅡ,2023-09-29T17:32:14.661Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FqV4HOrjls6KvGFhoYeV,10_5.wav,ㅏ,2023-09-27T07:57:39.941Z,Be6njfAEawW9rmwE1LQV5ZfnlcB2
FqljemlrlxzqlXyJI4qn,1_10.wav,ㅣ,2023-09-23T15:50:28.944Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
Frly14vCcr3O5ovP0gVl,9_3.wav,ㅏ,2023-09-29T14:19:12.549Z,uy7oxru7rrRZZjHJ29jYGrWAP7f1
Fs5V9RZMcYbLBLvrSEp9,1_8.wav,ㅣ,2023-09-28T14:41:49.877Z,LYrFonkX4AVb0UQrELmpCFA72On2
FsFPmnqp2igQRHKdwBmF,3_8.wav,ㅣ,2023-09-30T14:53:40.190Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FsGYrbN230NDeS7aA9RJ,1_3.wav,ㅡ,2023-09-26T12:24:20.047Z,Do457fhfRKex3AtI5dQ8O2U7WEJ3
FtWoPzCGGgzgfOlzA7UF,3_1.wav,ㅗ,2023-10-02T02:35:48.303Z,ueZ3qVI3SFOZ1nWx2Al4Fx0pv2d2
FteLVDYx3qMnjW4uEPPN,9_6.wav,ㅏ,2023-09-30T15:02:37.590Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FuNA685nX9qfiDgrvnuD,6_5.wav,ㅡ,2023-09-26T12:45:24.641Z,LYrFonkX4AVb0UQrELmpCFA72On2
FuQz3jsMjIcXyJwZJPk3,5_6.wav,ㅜ,2023-09-26T13:14:16.005Z,uwgxF6VQmggSKpqimilzt8CCpM42
Fug5edplDxcHiUDumKxc,7_10.wav,ㅔ,2023-09-26T12:32:37.411Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FvX3RUYR1Q6MTBYizlay,4_4.wav,ㅜ,2023-09-19T14:06:18.543Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FvzOYEroS0hJ5exTtbY1,8_5.wav,ㅏ,2023-09-28T14:15:55.382Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FwFjGhQIWky9rCIB2kEG,8_10.wav,ㅔ,2023-09-30T13:10:13.741Z,LYrFonkX4AVb0UQrELmpCFA72On2
FwWpTCzSNHXJbuGPq9W3,6_1.wav,ㅗ,2023-09-27T01:37:23.727Z,uwgxF6VQmggSKpqimilzt8CCpM42
FwjBBFRevIjnEFQRZtVf,9_2.wav,ㅓ,2023-09-29T15:00:42.358Z,LYrFonkX4AVb0UQrELmpCFA72On2
FxFFF0hQpwfsXrcvZz8m,8_1.wav,ㅓ,2023-09-21T03:19:04.240Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FxGGz0U9xZUSzRloGh2a,10_1.wav,ㅐ,2023-09-28T14:31:21.612Z,1tRUN17nz8SNpraO34mm0xJ2VS42
FxKHLao2EneI2VEiYOJ1,4_9.wav,ㅔ,2023-09-27T12:56:53.715Z,ZK04e1bLJsXgM7QUlOrHgIzTbFo1
FxUbfX6VMfxr6arFmE4u,1_1.wav,ㅜ,2023-09-25T09:42:18.735Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
FxmCUauCBO1aMSxJXl3M,2_6.wav,ㅡ,2023-09-28T12:03:19.205Z,zPpgwetVy5WlW9B2XpDJbLDW7f82
FyOBSGIQEDQVLj0jo2df,4_6.wav,ㅡ,2023-09-18T16:47:48.068Z,dznwXCu4dMaMrSrKWoUy1QTLQht1
Fyj3eqs2J8Yu0uViwrvE,6_1.wav,ㅗ,2023-09-30T15:43:27.034Z,1tRUN17nz8SNpraO34mm0xJ2VS42
